"ACER,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000
55,49,55,53,56,52,54,55,57,52,39,55,54,59,49,62,49,54,49,59,47,49,46,56,53,51,56,60,58,54,64,55,62,62,49,55,56,58,64,59,57,53
-8.49,-9.81,-8.8,-9.09,-7.72,-9.18,-9.16,-8.67,-8.49,-9.24,-12.0,-9.06,-8.55,-8.76,-9.52,-7.51,-10.02,-8.63,-9.99,-8.26,-10.58,-10.17,-10.91,-8.9,-8.69,-9.82,-8.32,-8.2,-7.67,-8.73,-6.91,-9.08,-6.37,-7.44,-10.41,-9.43,-8.33,-8.13,-5.95,-8.13,-8.37,-9.27
70.51,74.02,72.05,72.48,67.18,72.41,73.34,71.4,71.51,72.74,79.87,73.33,70.31,73.9,72.59,69.19,75.09,70.71,74.94,71.37,76.86,75.84,78.02,73.04,70.5,75.1,70.15,71.59,67.95,71.21,67.17,73.43,63.45,68.81,77.06,75.19,70.21,70.22,62.38,70.74,70.94,73.36
"ACER,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"A2C,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000
50,64,55,57,54,48,54,56,45,62,57,52,61,61,52,56,52,51,57,49,47,52,59,45,53,54,56,48,42,62,53,51,49,42,53,48,57,51,50,44,45,55
-9.82,-6.89,-8.66,-7.86,-8.07,-10.13,-8.66,-8.5,-10.24,-6.73,-8.32,-9.67,-8.08,-7.45,-9.52,-8.4,-8.93,-9.75,-9.1,-9.81,-11.58,-9.64,-8.27,-10.75,-9.29,-9.79,-8.54,-10.0,-11.42,-7.26,-9.46,-9.28,-9.21,-11.29,-8.8,-9.98,-8.9,-9.79,-9.91,-10.79,-10.45,-8.79
74.62,67.11,71.36,68.38,67.88,75.15,70.86,71.05,74.15,65.27,70.69,74.87,71.51,68.37,74.14,70.56,71.18,74.74,74.58,74.05,81.89,74.73,71.45,76.69,73.49,76.49,71.26,74.5,78.53,67.94,74.34,72.42,71.06,77.89,71.02,74.36,73.55,74.97,75.03,76.39,75.19,71.99
"A2C,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000,32000,33000,34000,35000,36000,37000,38000,39000,40000,41000,42000
54,57,56,54,52,61,51,54,50,50,58,52,57,54,49,58,55,50,53,54,45,57,47,50,53,55,54,60,46,57,56,51,54,49,53,53,52,51,62,57,58,54
-8.77,-8.32,-8.8,-8.4,-9.31,-7.71,-9.0,-8.95,-9.37,-10.11,-7.98,-8.85,-8.79,-9.15,-10.21,-8.19,-8.36,-9.17,-8.65,-9.38,-10.71,-8.97,-10.99,-10.1,-8.87,-9.12,-8.48,-8.31,-10.36,-8.59,-8.41,-10.16,-8.37,-10.48,-8.64,-8.97,-8.6,-9.47,-6.85,-8.37,-8.49,-8.84
71.41,70.68,72.54,69.53,73.06,69.64,71.03,72.29,72.36,76.07,69.47,70.75,73.01,73.29,76.05,70.54,69.85,71.34,70.27,74.46,76.5,73.93,78.9,76.01,71.4,73.64,69.92,72.17,75.25,72.02,70.59,76.79,69.41,77.4,70.24,71.9,69.54,73.37,65.87,70.9,72.01,71.76
"ACTOR,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"ACTOR,2500000"
1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,31000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
